movie_name,production_year,movie_odid,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,Gross Profit
Atomic Blonde,2017,244890100,30000000,51573925,46771498,R,Historical Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense,0,114,"$68,345,423.00"
Underworld: Evolution,2006,8340100,45000000,62318875,51098887,R,Fantasy,Original Screenplay,Live Action,Action,1,,"$68,417,762.00"
Lady Bird,2017,298240100,10000000,48958273,29652496,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,93,"$68,610,769.00"
We Bought a Zoo,2011,145140100,50000000,75624550,43104523,PG,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,124,"$68,729,073.00"
The Possession,2011,151390100,14000000,49130588,33794476,PG-13,Fantasy,Original Screenplay,Live Action,Horror,0,93,"$68,925,064.00"
My Sister's Keeper,2009,11280100,27500000,49200230,47472772,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,109,"$69,173,002.00"
Kick-Ass,2010,121460100,28000000,48071303,49459831,R,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Black Comedy,0,117,"$69,531,134.00"
Paul Blart: Mall Cop 2,2015,205750100,38000000,71091594,36559052,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,1,94,"$69,650,646.00"
Mechanic: Resurrection,2016,220230100,40000000,21218403,88520437,R,Contemporary Fiction,Original Screenplay,Live Action,Action,1,98,"$69,738,840.00"
Earth,2009,17740100,47000000,32011576,84761741,G,Factual,Based on TV,Live Action,Documentary,0,99,"$69,773,317.00"
Perfume: The Story of a Murderer,2006,54810100,63700000,2223293,131380170,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,,"$69,903,463.00"
Abraham Lincoln: Vampire Hunter,2011,141130100,67500000,37519139,99970591,R,Fantasy,Based on Fiction Book/Short Story,Live Action,Horror,0,105,"$69,989,730.00"
The Spiderwick Chronicles,2008,6890100,92500000,71195053,91644614,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,96,"$70,339,667.00"
Act of Valor,2011,162830100,12000000,70012847,12484188,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,101,"$70,497,035.00"
Unstoppable,2010,121650100,95000000,81562942,84157979,PG-13,Dramatization,Based on Real Life Events,Live Action,Action,0,98,"$70,720,921.00"
The Other Guys,2010,128770100,100000000,119219978,51716492,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,97,"$70,936,470.00"
El Laberinto del Fauno,2006,15030100,16000000,37634615,49406954,R,Historical Fiction,Original Screenplay,Live Action,Horror,0,,"$71,041,569.00"
Vacation,2015,213710100,31000000,58884188,43422312,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,98,"$71,306,500.00"
Jack Ryan: Shadow Recruit,2013,180710100,60000000,50577412,80800000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,105,"$71,377,412.00"
Blood Diamond,2006,9180100,100000000,57377916,114000000,R,Historical Fiction,Original Screenplay,Live Action,Action,0,143,"$71,377,916.00"
La famille Bélier,2014,230280100,11000000,0,82438670,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,105,"$71,438,670.00"
The Predator,2017,253800100,88000000,51024708,108462855,R,Science Fiction,Original Screenplay,Live Action,Action,1,107,"$71,487,563.00"
Michael Clayton,2007,11300100,21500000,49033882,43953769,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,120,"$71,487,651.00"
2 Guns,2012,179790100,61000000,75612460,56880555,R,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,109,"$71,493,015.00"
Jack and Jill,2011,143860100,79000000,74158157,76361060,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,90,"$71,519,217.00"
The Lucky One,2011,147300100,25000000,60457138,36176695,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,81,"$71,633,833.00"
Spotlight,2015,212500100,20000000,45055776,47032684,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,128,"$72,088,460.00"
The Hundred-Foot Journey,2014,193490100,22000000,54235441,40035047,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,122,"$72,270,488.00"
The Magnificent Seven,2016,220270100,90000000,93432655,69092501,PG-13,Historical Fiction,Remake,Live Action,Western,0,128,"$72,525,156.00"
The Last Song,2009,112430100,20000000,62950384,29728564,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,107,"$72,678,948.00"
Love and Other Drugs,2010,134560100,30000000,32367005,70349316,R,Contemporary Fiction,Based on Factual Book/Article,Live Action,Drama,0,112,"$72,716,321.00"
Pete’s Dragon,2016,222040100,65000000,76233151,61535824,PG,Kids Fiction,Remake,Animation/Live Action,Adventure,0,103,"$72,768,975.00"
The Fast and the Furious: Tokyo Drift,2006,8290100,85000000,62615510,95178695,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action,1,104,"$72,794,205.00"
Madea Goes To Jail,2009,4890100,17500000,90508336,0,PG-13,Contemporary Fiction,Based on Play,Live Action,Comedy,0,103,"$73,008,336.00"
Blockers,2017,247620100,21000000,60311495,33733833,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,102,"$73,045,328.00"
La Môme,2007,36760100,15500000,10299782,78312055,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,140,"$73,111,837.00"
The 5th Wave,2015,212090100,38000000,34912982,76423416,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,112,"$73,336,398.00"
Overboard,2017,148240100,12000000,50316123,35053707,PG-13,Contemporary Fiction,Remake,Live Action,Romantic Comedy,0,112,"$73,369,830.00"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2013,193510100,28000000,66954149,34425138,PG,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,81,"$73,379,287.00"
Contraband,2011,151620100,25000000,66528000,31878855,R,Contemporary Fiction,Remake,Live Action,Action,0,109,"$73,406,855.00"
Paper Towns,2015,212140100,12000000,32000304,53450180,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,109,"$73,450,484.00"
Neighbors 2: Sorority Rising,2016,208990100,35000000,55340730,53416891,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,92,"$73,757,621.00"
Night School,2017,287420100,29000000,77339130,25669662,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,111,"$74,008,792.00"
The Forbidden Kingdom,2008,10400100,55000000,52075270,77000000,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Action,0,105,"$74,075,270.00"
My Big Fat Greek Wedding 2,2015,219050100,18000000,59689605,32406953,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,94,"$74,096,558.00"
Jackass: Number Two,2006,6660100,11000000,72778712,12500000,R,Factual,Based on TV,Live Action,Comedy,1,,"$74,278,712.00"
Sanctum,2010,139020100,30000000,23209310,81074443,R,Dramatization,Based on Real Life Events,Live Action,Adventure,0,109,"$74,283,753.00"
Blade Runner 2049,2017,225000100,185000000,92054159,167303249,R,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,164,"$74,357,408.00"
Annie,2014,189420100,65000000,85911262,53918363,PG,Contemporary Fiction,Remake,Live Action,Musical,0,118,"$74,829,625.00"
The Lake House,2006,10330100,40000000,52330111,62500000,PG,Fantasy,Remake,Live Action,Drama,0,99,"$74,830,111.00"
Hitman,2007,14150100,24000000,39687694,59447877,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,95,"$75,135,571.00"
Forgetting Sarah Marshall,2008,8240100,30000000,63172463,42000579,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,112,"$75,173,042.00"
BlacKkKlansman,2017,303930100,15000000,48686605,41570845,R,Dramatization,Based on Factual Book/Article,Live Action,Thriller/Suspense,0,134,"$75,257,450.00"
Friday the 13th,2009,7850100,17000000,65002019,27668218,R,Fantasy,Remake,Live Action,Horror,1,97,"$75,670,237.00"
Sisters,2015,206750100,30000000,87044645,18986015,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,117,"$76,030,660.00"
"You, Me and Dupree",2006,6310100,54000000,75802010,54600000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,109,"$76,402,010.00"
Pineapple Express,2008,5110100,26000000,87341380,15062639,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,112,"$76,404,019.00"
Tammy,2014,191590100,20000000,84525432,11882223,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,96,"$76,407,655.00"
Rush Hour 3,2007,2150100,180000000,140125968,116459914,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,1,91,"$76,585,882.00"
The Upside,2017,294570100,37500000,103386274,10800000,PG-13,Dramatization,Based on Movie,Live Action,Comedy,0,126,"$76,686,274.00"
The Adjustment Bureau,2010,138960100,50200000,62495645,64435680,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,105,"$76,731,325.00"
Shaun the Sheep,2015,220970100,25000000,19375982,82549179,PG,Kids Fiction,Spin-Off,Stop-Motion Animation,Adventure,0,86,"$76,925,161.00"
Red Sparrow,2017,263160100,69000000,46874505,99077356,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,139,"$76,951,861.00"
A Simple Favor,2017,320270100,20000000,53548586,43626331,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,116,"$77,174,917.00"
About Time,2013,179780100,12000000,15323921,73985257,R,Science Fiction,Original Screenplay,Live Action,Romantic Comedy,0,123,"$77,309,178.00"
Contagion,2011,142020100,60000000,75658097,61893497,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,105,"$77,551,594.00"
Hellboy II: The Golden Army,2008,6260100,82500000,75986503,84401560,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,120,"$77,888,063.00"
Law Abiding Citizen,2009,114440100,53000000,73357727,57802054,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,118,"$78,159,781.00"
Failure to Launch,2006,5010100,50000000,88715192,39687709,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,97,"$78,402,901.00"
Zombieland,2009,105270100,23600000,75590286,26646310,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,87,"$78,636,596.00"
The Book of Eli,2010,121730100,80000000,94835059,63915758,R,Science Fiction,Original Screenplay,Live Action,Action,0,118,"$78,750,817.00"
Water for Elephants,2010,143950100,38000000,58709717,58100000,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,120,"$78,809,717.00"
The Pink Panther,2006,5570100,80000000,82226474,76700000,PG,Historical Fiction,,Live Action,Adventure,1,93,"$78,926,474.00"
Why Him?,2016,241820100,38000000,60323786,57101370,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,111,"$79,425,156.00"
Red Cliff,2008,122190100,40000000,627047,119000000,R,Dramatization,Based on Real Life Events,Live Action,Action,0,,"$79,627,047.00"
Book Club,2017,310060100,10000000,68566296,21126287,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,104,"$79,692,583.00"
Saving Mr. Banks,2013,183100100,35000000,83299761,31662764,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,125,"$79,962,525.00"
V for Vendetta,2006,6980100,50000000,70511035,59703127,R,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,,"$80,214,162.00"
Game Night,2017,282230100,37000000,69179066,48199018,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,93,"$80,378,084.00"
The Second Best Exotic Marigold Hotel,2015,205230100,10000000,33078266,57306040,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,122,"$80,384,306.00"
Eight Below,2006,5600100,40000000,81612565,38843429,PG,Contemporary Fiction,Remake,Live Action,Adventure,0,120,"$80,455,994.00"
The Reader,2008,16620100,32500000,34194407,78770468,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,122,"$80,464,875.00"
Olympus Has Fallen,2013,183690100,70000000,98927592,51634572,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,120,"$80,562,164.00"
Gwoemul,2007,54910100,12000000,2201923,90416194,R,Science Fiction,Original Screenplay,Live Action,Action,0,119,"$80,618,117.00"
Dreamgirls,2006,3960100,75000000,103365956,52342739,PG-13,Historical Fiction,Based on Musical or Opera,Live Action,Musical,0,130,"$80,708,695.00"
Evil Dead,2012,145010100,17000000,54239856,43538500,R,Fantasy,Remake,Live Action,Horror,0,91,"$80,778,356.00"
Apocalypto,2006,130090100,40000000,50866635,70165637,R,Historical Fiction,Original Screenplay,Live Action,Action,0,138,"$81,032,272.00"
The Pirates! Band of Misfits,2011,150790100,55000000,31051126,105092479,PG,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure,0,88,"$81,143,605.00"
Zero Dark Thirty,2012,162120100,52500000,95720716,38891719,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,137,"$82,112,435.00"
A Nightmare on Elm Street,2010,110860100,35000000,63075011,54654610,R,Fantasy,Remake,Live Action,Horror,0,94,"$82,729,621.00"
Blended,2014,141410100,45000000,46290741,81700000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,117,"$82,990,741.00"
Blades of Glory,2007,3160100,61000000,118594548,27000000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,93,"$84,594,548.00"
Ride Along 2,2016,204730100,40000000,90862685,33964631,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,102,"$84,827,316.00"
Blue Jasmine,2013,187530100,18000000,33404871,69508090,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,98,"$84,912,961.00"
Last Vegas,2013,181410100,28000000,63914167,49000000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,104,"$84,914,167.00"
Ghostbusters,2016,142620100,144000000,128350574,100658084,PG-13,Science Fiction,Remake,Live Action,Comedy,1,117,"$85,008,658.00"
Australia,2008,11190100,130000000,49554002,165526808,PG-13,Historical Fiction,Original Screenplay,Live Action,Drama,0,165,"$85,080,810.00"
Warm Bodies,2012,169340100,30000000,66380662,48740946,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,97,"$85,121,608.00"
Bride Wars,2009,8880100,30000000,58715510,56434914,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,89,"$85,150,424.00"
Birdman or (The Unexpected Virtue of Ignorance),2014,205950100,18000000,42340598,60874496,R,Fantasy,Original Screenplay,Live Action,Black Comedy,0,119,"$85,215,094.00"
American Made,2017,229540100,50000000,51342000,84227212,R,Dramatization,Based on Real Life Events,Live Action,Thriller/Suspense,0,114,"$85,569,212.00"
The Hateful Eight,2015,211850100,62000000,54117416,93747470,R,Historical Fiction,Original Screenplay,Live Action,Western,0,167,"$85,864,886.00"
Justin Bieber: Never Say Never,2010,151100100,13000000,73013910,26020215,G,Factual,Based on Real Life Events,Live Action,Concert/Performance,0,105,"$86,034,125.00"
Sex Tape,2014,191200100,40000000,38543473,87526036,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,95,"$86,069,509.00"
The House with a Clock in its Walls,2017,305660100,40000000,68549695,57782055,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Horror,0,105,"$86,331,750.00"
Julie & Julia,2009,4960100,40000000,94125426,32520693,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,122,"$86,646,119.00"
War Horse,2011,143640100,70000000,79883359,76932170,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,146,"$86,815,529.00"
Total Recall,2012,143450100,125000000,58877969,152978119,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,117,"$86,856,088.00"
Philomena,2013,198260100,12000000,37709979,61253413,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Drama,0,97,"$86,963,392.00"
Predators,2010,128960100,40000000,52000688,75233701,R,Science Fiction,Original Screenplay,Live Action,Action,1,107,"$87,234,389.00"
Hotel for Dogs,2009,6630100,35000000,73178547,49178625,PG,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,100,"$87,357,172.00"
Final Destination 3,2006,9880100,25000000,54098051,58700000,R,Fantasy,Original Screenplay,Live Action,Horror,1,,"$87,798,051.00"
Dark Shadows,2011,141460100,150000000,79727149,158475519,PG-13,Fantasy,Based on TV,Live Action,Black Comedy,0,112,"$88,202,668.00"
Four Christmases,2008,3040100,80000000,120146040,48165518,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,88,"$88,311,558.00"
Vicky Cristina Barcelona,2008,22700100,16000000,23216709,81288108,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,97,"$88,504,817.00"
Captain Underpants: The First Epic Movie,2017,209070100,38000000,73921000,52656874,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,89,"$88,577,874.00"
Mirror Mirror,2011,161110100,85000000,64935167,108678315,PG,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure,0,95,"$88,613,482.00"
The Monuments Men,2013,185260100,70000000,78031620,80671128,PG-13,Historical Fiction,Based on Factual Book/Article,Live Action,Drama,0,118,"$88,702,748.00"
My Bloody Valentine,2009,10510100,14000000,51545952,51290050,R,Contemporary Fiction,Remake,Live Action,Horror,0,101,"$88,836,002.00"
Aliens vs. Predator - Requiem,2007,13340100,40000000,41797066,87087428,R,Science Fiction,Based on Movie,Live Action,Action,1,94,"$88,884,494.00"
Heaven is for Real,2013,191180100,12000000,91386097,9530202,PG,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,100,"$88,916,299.00"
